school_name,school_id,sport,sport_id,season,schedule_url,scrape_active
Lutheran (Kansas City) High School,527,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=12,FALSE
Lutheran (Kansas City) High School,527,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=8,FALSE
Lutheran (Kansas City) High School,527,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=5,FALSE
Lutheran (Kansas City) High School,527,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=6,FALSE
Lutheran (Kansas City) High School,527,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=9,FALSE
Lutheran (Kansas City) High School,527,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=4,FALSE
Lutheran (Kansas City) High School,527,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=527&alg=3,FALSE
Lutheran North High School,529,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=1,FALSE
Lutheran North High School,529,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=68,FALSE
Lutheran North High School,529,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=12,FALSE
Lutheran North High School,529,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=8,FALSE
Lutheran North High School,529,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=5,FALSE
Lutheran North High School,529,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=6,FALSE
Lutheran North High School,529,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=9,FALSE
Lutheran North High School,529,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=4,FALSE
Lutheran North High School,529,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=529&alg=3,FALSE
Lutheran South High School,530,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=1,FALSE
Lutheran South High School,530,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=68,FALSE
Lutheran South High School,530,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=12,FALSE
Lutheran South High School,530,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=8,FALSE
Lutheran South High School,530,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=5,FALSE
Lutheran South High School,530,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=6,FALSE
Lutheran South High School,530,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=9,FALSE
Lutheran South High School,530,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=4,FALSE
Lutheran South High School,530,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=530&alg=3,FALSE
Lutheran St. Charles High School,528,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=1,FALSE
Lutheran St. Charles High School,528,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=68,FALSE
Lutheran St. Charles High School,528,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=12,FALSE
Lutheran St. Charles High School,528,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=8,FALSE
Lutheran St. Charles High School,528,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=5,FALSE
Lutheran St. Charles High School,528,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=6,FALSE
Lutheran St. Charles High School,528,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=9,FALSE
Lutheran St. Charles High School,528,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=4,FALSE
Lutheran St. Charles High School,528,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=528&alg=3,FALSE
Lutie High School,130,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=1,FALSE
Lutie High School,130,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=68,FALSE
Lutie High School,130,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=12,FALSE
Lutie High School,130,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=8,FALSE
Lutie High School,130,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=5,FALSE
Lutie High School,130,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=6,FALSE
Lutie High School,130,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=9,FALSE
Lutie High School,130,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=4,FALSE
Lutie High School,130,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=130&alg=3,FALSE
Macks Creek High School,349,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=1,FALSE
Macks Creek High School,349,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=68,FALSE
Macks Creek High School,349,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=12,FALSE
Macks Creek High School,349,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=8,FALSE
Macks Creek High School,349,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=5,FALSE
Macks Creek High School,349,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=6,FALSE
Macks Creek High School,349,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=9,FALSE
Macks Creek High School,349,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=4,FALSE
Macks Creek High School,349,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=349&alg=3,FALSE
Macon County High School,350,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=1,FALSE
Macon County High School,350,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=68,FALSE
Macon County High School,350,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=12,FALSE
Macon County High School,350,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=8,FALSE
Macon County High School,350,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=5,FALSE
Macon County High School,350,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=6,FALSE
Macon County High School,350,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=9,FALSE
Macon County High School,350,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=4,FALSE
Macon County High School,350,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=350&alg=3,FALSE
Macon High School,104,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=1,FALSE
Macon High School,104,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=68,FALSE
Macon High School,104,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=12,FALSE
Macon High School,104,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=8,FALSE
Macon High School,104,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=5,FALSE
Macon High School,104,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=6,FALSE
Macon High School,104,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=9,FALSE
Macon High School,104,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=4,FALSE
Macon High School,104,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=104&alg=3,FALSE
Madison High School,351,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=1,FALSE
Madison High School,351,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=68,FALSE
Madison High School,351,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=12,FALSE
Madison High School,351,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=8,FALSE
Madison High School,351,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=5,FALSE
Madison High School,351,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=6,FALSE
Madison High School,351,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=9,FALSE
Madison High School,351,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=4,FALSE
Madison High School,351,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=351&alg=3,FALSE
Malden High School,105,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=1,FALSE
Malden High School,105,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=68,FALSE
Malden High School,105,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=12,FALSE
Malden High School,105,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=8,FALSE
Malden High School,105,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=5,FALSE
Malden High School,105,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=6,FALSE
Malden High School,105,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=9,FALSE
Malden High School,105,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=4,FALSE
Malden High School,105,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=105&alg=3,FALSE
Malta Bend High School,352,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=1,FALSE
Malta Bend High School,352,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=68,FALSE
Malta Bend High School,352,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=12,FALSE
Malta Bend High School,352,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=8,FALSE
Malta Bend High School,352,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=5,FALSE
Malta Bend High School,352,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=6,FALSE
Malta Bend High School,352,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=9,FALSE
Malta Bend High School,352,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=4,FALSE
Malta Bend High School,352,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=352&alg=3,FALSE
Mansfield High School,353,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=1,FALSE
Mansfield High School,353,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=68,FALSE
Mansfield High School,353,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=12,FALSE
Mansfield High School,353,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=8,FALSE
Mansfield High School,353,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=5,FALSE
Mansfield High School,353,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=6,FALSE
Mansfield High School,353,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=9,FALSE
Mansfield High School,353,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=4,FALSE
Mansfield High School,353,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=353&alg=3,FALSE
Maplewood-Richmond Hts. High School,106,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=1,FALSE
Maplewood-Richmond Hts. High School,106,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=68,FALSE
Maplewood-Richmond Hts. High School,106,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=12,FALSE
Maplewood-Richmond Hts. High School,106,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=8,FALSE
Maplewood-Richmond Hts. High School,106,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=5,FALSE
Maplewood-Richmond Hts. High School,106,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=6,FALSE
Maplewood-Richmond Hts. High School,106,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=9,FALSE
Maplewood-Richmond Hts. High School,106,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=4,FALSE
Maplewood-Richmond Hts. High School,106,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=106&alg=3,FALSE
Marceline High School,354,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=1,FALSE
Marceline High School,354,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=68,FALSE
Marceline High School,354,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=12,FALSE
Marceline High School,354,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=8,FALSE
Marceline High School,354,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=5,FALSE
Marceline High School,354,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=6,FALSE
Marceline High School,354,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=9,FALSE
Marceline High School,354,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=4,FALSE
Marceline High School,354,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=354&alg=3,FALSE
Marion C. Early High School,355,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=1,FALSE
Marion C. Early High School,355,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=68,FALSE
Marion C. Early High School,355,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=12,FALSE
Marion C. Early High School,355,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=8,FALSE
Marion C. Early High School,355,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=5,FALSE
Marion C. Early High School,355,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=6,FALSE
Marion C. Early High School,355,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=9,FALSE
Marion C. Early High School,355,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=4,FALSE
Marion C. Early High School,355,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=355&alg=3,FALSE
Marion County High School,356,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=1,FALSE
Marion County High School,356,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=68,FALSE
Marion County High School,356,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=12,FALSE
Marion County High School,356,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=8,FALSE
Marion County High School,356,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=5,FALSE
Marion County High School,356,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=6,FALSE
Marion County High School,356,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=9,FALSE
Marion County High School,356,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=4,FALSE
Marion County High School,356,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=356&alg=3,FALSE
Marionville High School,357,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=1,FALSE
Marionville High School,357,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=68,FALSE
Marionville High School,357,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=12,FALSE
Marionville High School,357,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=8,FALSE
Marionville High School,357,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=5,FALSE
Marionville High School,357,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=6,FALSE
Marionville High School,357,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=9,FALSE
Marionville High School,357,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=4,FALSE
Marionville High School,357,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=357&alg=3,FALSE
Mark Twain High School,358,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=1,FALSE
Mark Twain High School,358,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=68,FALSE
Mark Twain High School,358,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=12,FALSE
Mark Twain High School,358,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=8,FALSE
Mark Twain High School,358,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=5,FALSE
Mark Twain High School,358,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=6,FALSE
Mark Twain High School,358,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=9,FALSE
Mark Twain High School,358,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=4,FALSE
Mark Twain High School,358,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=358&alg=3,FALSE
Marquand-Zion High School,359,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=1,FALSE
Marquand-Zion High School,359,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=68,FALSE
Marquand-Zion High School,359,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=12,FALSE
Marquand-Zion High School,359,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=8,FALSE
Marquand-Zion High School,359,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=5,FALSE
Marquand-Zion High School,359,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=6,FALSE
Marquand-Zion High School,359,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=9,FALSE
Marquand-Zion High School,359,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=4,FALSE
Marquand-Zion High School,359,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=359&alg=3,FALSE
Marquette High School,109,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=1,FALSE
Marquette High School,109,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=68,FALSE
Marquette High School,109,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=12,FALSE
Marquette High School,109,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=8,FALSE
Marquette High School,109,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=5,FALSE
Marquette High School,109,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=6,FALSE
Marquette High School,109,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=9,FALSE
Marquette High School,109,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=4,FALSE
Marquette High School,109,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=109&alg=3,FALSE
Marshall High School,360,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=1,FALSE
Marshall High School,360,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=68,FALSE
Marshall High School,360,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=12,FALSE
Marshall High School,360,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=8,FALSE
Marshall High School,360,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=5,FALSE
Marshall High School,360,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=6,FALSE
Marshall High School,360,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=9,FALSE
Marshall High School,360,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=4,FALSE
Marshall High School,360,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=3,FALSE
Marshfield High School,107,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=1,FALSE
Marshfield High School,107,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=68,FALSE
Marshfield High School,107,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=12,FALSE
Marshfield High School,107,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=8,FALSE
Marshfield High School,107,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=5,FALSE
Marshfield High School,107,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=6,FALSE
Marshfield High School,107,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=9,FALSE
Marshfield High School,107,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=4,FALSE
Marshfield High School,107,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=107&alg=3,FALSE
Maryville High School,111,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=1,FALSE
Maryville High School,111,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=68,FALSE
Maryville High School,111,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=12,FALSE
Maryville High School,111,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=8,FALSE
Maryville High School,111,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=5,FALSE
Maryville High School,111,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=6,FALSE
Maryville High School,111,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=9,FALSE
Maryville High School,111,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=4,FALSE
Maryville High School,111,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=111&alg=3,FALSE
Maysville High School,361,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=1,FALSE
Maysville High School,361,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=68,FALSE
Maysville High School,361,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=12,FALSE
Maysville High School,361,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=8,FALSE
Maysville High School,361,Boys Basketball,5,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=5,FALSE
Maysville High School,361,Girls Basketball,6,Winter,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=6,FALSE
Maysville High School,361,Girls Soccer,9,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=9,FALSE
Maysville High School,361,Spring Baseball,4,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=4,FALSE
Maysville High School,361,Spring Softball,3,Spring,https://www.mshsaa.org/MySchool/Schedule.aspx?s=361&alg=3,FALSE
McAuley Catholic High School,568,Football,1,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=568&alg=1,FALSE
McAuley Catholic High School,568,Fall Softball,68,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=568&alg=68,FALSE
McAuley Catholic High School,568,Girls Volleyball,12,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=568&alg=12,FALSE
McAuley Catholic High School,568,Boys Soccer,8,Fall,https://www.mshsaa.org/MySchool/Schedule.aspx?s=568&alg=8,FALSE
